# Quadriceps.jl rule catalog — written by build/build_data.jl; do not edit by hand
# the rules themselves are in rules.bin; bankfile and sha256 name the bank file each rule was taken from
family	d	p	n	moller	relerr	minweight	interior	origin	source_id	bankfile	sha256
le	2	15	43	40	1.110e-16	2.399496e-03	yes	same-rule: Festa and Sommariva 2012, SMR15	16	legendre_d2_p15_n43.csv	bcc579df22441183e01fe7640f37d8561d3ee897e8b9b8ec44b1a09e01d7a08e
le	2	17	54	49	1.110e-16	2.287453e-03	yes	own	0	legendre_d2_p17_n54.csv	8eee26ad79048453e6a9bcf6bd5c0807ae9e02158b298ec9acddc6368217fc56
le	2	19	67	60	6.939e-17	1.046620e-03	yes	own	0	legendre_d2_p19_n67.csv	374baf0fc6c2469858dbc5773414f0e60ce328353b6806267953aad8d47e2a7d
le	2	21	81	71	2.220e-16	1.661768e-03	yes	own	0	legendre_d2_p21_n81.csv	26964de468251b4d88e24c6732dbbd5ecc4c842b600e5f838f9792f9d7538962
le	2	23	96	84	5.551e-17	6.113048e-04	yes	own	0	legendre_d2_p23_n96.csv	b80828e2e04aaa95fb4f62f3fd08c5298b45362c882cbd1870262571c67f92c9
le	2	25	113	97	2.776e-17	3.647569e-06	yes	transcribed: Festa and Sommariva 2012, SMR25	16	legendre_d2_p25_n113.csv	61da0f1a6d003eb2e0071dfb8fda2d96a74ee3b17fceca890ca44ab9e54d13bf
le	2	27	131	112	2.220e-16	2.573336e-04	yes	own	0	legendre_d2_p27_n131.csv	0d6fdb289817b0dbb8dd5b5a22f494ccaf4dd2f4f941ad3e7bfd104b57fc0bcf
le	2	29	150	127	1.110e-16	1.753277e-04	yes	own	0	legendre_d2_p29_n150.csv	31fdbf4fd8865541c683f7d5bac5c42ef18acda0fea91c8261ad4ae10691ada3
le	2	31	171	144	2.220e-16	1.641750e-04	yes	own	0	legendre_d2_p31_n171.csv	8c0dcfc3257d4efb8f87ed8685ad551d94812ee7e7c087864f7c0f2f96a925fc
le	2	33	194	161	2.220e-16	1.621446e-04	yes	own	0	legendre_d2_p33_n194.csv	74bbb35f2eb24d28f80c154d26ab764f717425bb135cdd6bca991beee83bde38
le	2	35	216	180	2.220e-16	1.664493e-04	yes	own	0	legendre_d2_p35_n216.csv	b755cd7af4840c9ea24674d1bb09b024bd2cf17eb627e4ee27f2965d188b8606
le	2	37	242	199	1.110e-16	2.112763e-04	yes	own	0	legendre_d2_p37_n242.csv	23ce5609f5a3b094837cb0f2869e1a603ef8bf84277ed2875ff1199b98db8134
le	2	39	268	220	1.110e-16	6.117957e-05	yes	own	0	legendre_d2_p39_n268.csv	d3f95df554b96c7ac90b45a6a6dab5c3c96afcf925f024a8d0b3654018f6a97b
le	2	41	294	241	5.551e-17	7.414332e-05	yes	own	0	legendre_d2_p41_n294.csv	9ef5553356d4a4aabade73c0d662d8f7712d5a2accacb342d51c166ab5da1079
le	2	43	324	264	1.110e-16	6.516295e-05	yes	own	0	legendre_d2_p43_n324.csv	c7394f40b7a988bae44fd56e115404624f29d961f2e7c1baced60f52126c868e
le	2	45	356	287	2.220e-16	4.411974e-05	yes	own	0	legendre_d2_p45_n356.csv	13fd882d3ab3f7fda6131a4b1d0bc8629a18cf90f04ac2ac11a2d1f28eeb7079
le	2	47	388	312	1.110e-16	4.763416e-05	yes	own	0	legendre_d2_p47_n388.csv	9e301f3cc7706ac691fc93d2d87340323713b930fd1f3383c577cd47250a93cf
le	2	49	422	337	5.551e-17	7.855637e-05	yes	own	0	legendre_d2_p49_n422.csv	2fc593e5fcab0fc2b3f2f0e4d652381953fda179597c42bbb5bcee9ff5d712f7
le	2	51	456	364	5.551e-17	6.295091e-05	yes	own	0	legendre_d2_p51_n456.csv	d29ec0bbc4f7e7ce756ee861a40cf7a1af73a995343650eded7798f6741beb00
le	2	53	492	391	5.551e-17	4.908801e-05	yes	own	0	legendre_d2_p53_n492.csv	92dab05bbc5f701400dee3cc125488d5ffdfa94b153beff179c3126912126f87
le	2	55	528	420	5.551e-17	2.196017e-05	yes	own	0	legendre_d2_p55_n528.csv	94211d2bef6b5cd3fe9fdda938a641194b848dbea9a56b247ba25b5059e9e336
le	2	57	570	449	5.551e-17	1.939503e-05	yes	own	0	legendre_d2_p57_n570.csv	5304a130efe3a01cd63bdd29b37ed115f475462fb38b45b1d63b6a257e25a2b4
le	2	59	606	480	3.331e-16	1.073973e-05	yes	own	0	legendre_d2_p59_n606.csv	c3be9aa913c3d7838bebf6c70787054b5632ea81180b7f1a961307f66c593ba5
le	2	61	642	511	5.551e-17	9.496125e-06	yes	own	0	legendre_d2_p61_n642.csv	27d4aeea621211c2a5dbd19a35f1b6b52c9d3a30ed5b2a3ac15f1799e3d4218d
le	2	63	692	544	1.110e-16	9.317281e-06	yes	own	0	legendre_d2_p63_n692.csv	b59e3b068ed1db7842acfd7ff6188a38453863eaa3a27ccb93589e8813621757
le	2	65	732	577	1.110e-16	1.478792e-05	yes	own	0	legendre_d2_p65_n732.csv	8134aab11e81de76cd50d8601d70ae39a911075a06da800872956c374500b5e7
le	2	67	780	612	5.551e-17	7.907664e-06	yes	own	0	legendre_d2_p67_n780.csv	bb7bade1eaa129ab40e1378985b6c5cac1fca7bd1622b058804970da2cb5dbb2
le	2	69	826	647	1.110e-16	7.015165e-06	yes	own	0	legendre_d2_p69_n826.csv	193cc106bc4af996f6f3e5fefd706adaafd230321a0a750bbd3e2cb1a2467bee
le	2	71	872	684	5.551e-17	1.419597e-05	yes	own	0	legendre_d2_p71_n872.csv	8d7f3a78811f15da49b043e749de5c295612eef72db85939083cd451a3545f75
le	2	73	922	721	1.110e-16	1.231460e-05	yes	own	0	legendre_d2_p73_n922.csv	0acf799f0480828376f506392d7f275b1bffd69d8e328af56176555d52e43b30
le	2	75	980	760	2.220e-16	1.035265e-05	yes	own	0	legendre_d2_p75_n980.csv	a7a1e2cfdbbd9e032cbaa16cbb994093ddd684bf538a60141f4ac5da406b5472
le	2	77	1032	799	5.551e-17	5.123054e-06	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d2_p77_n1049 for the same cell	3	legendre_d2_p77_n1032.csv	9ebe596eb9a460db5b47d65cf1a3d2f846a51835c73d1bf413c83e3a15040569
le	3	1	1	1	0.000e+00	1.000000e+00	yes	own	0	legendre_d3_p1_n1.csv	34cf016ed78ceee10a8c92f890ae1dbfde7d8d3a53bfbe5a4486751fbcb4dd16
le	3	3	6	6	2.220e-16	1.495627e-01	yes	own	0	legendre_d3_p3_n6.csv	16f4a5cbb9204abe7f741fd688da6c90a3778926712f84726a47660a69523284
le	3	5	13	13	5.551e-17	6.252678e-02	yes	own	0	legendre_d3_p5_n13.csv	3c3adf7309286158b54d64ccb4fb9f50dadb04ed33acf89659677da01e2b64dc
le	3	7	26	26	1.110e-16	9.325386e-03	yes	own	0	legendre_d3_p7_n26.csv	45e11b4d445d7f0f6c7c4f7a2118be17a4c2622e244a8d56e77300c2b43455bd
le	3	9	48	43	2.220e-16	3.575154e-03	yes	own	0	legendre_d3_p9_n48.csv	bf1f9394491702acf6160440cee226f6d04a732c9a42e179050c593446606681
le	3	11	82	68	2.220e-16	7.236143e-04	yes	own	0	legendre_d3_p11_n82.csv	94ca49d1be8d6e9da23a984702dc0734c521b97662d8e7e698bcd04142f7f054
le	3	13	128	99	2.220e-16	5.143101e-04	yes	own	0	legendre_d3_p13_n128.csv	5bff6538557289bb380f13878ef91d6a909e1878eb0171b2624b7b9a04818e4f
le	3	15	188	140	4.441e-16	3.473087e-04	yes	own	0	legendre_d3_p15_n188.csv	2e5246fe074a5261574816eabe1f1eda82e71eacef8fd0c37d7bdfaa8ba00ae5
le	3	17	266	189	5.551e-17	3.405745e-04	yes	own	0	legendre_d3_p17_n266.csv	5509828bd47bbb38a0394fe41af7db35ea29769efd1a236f05ee45f2bf8847fd
le	3	19	360	250	3.331e-16	8.984255e-05	yes	own	0	legendre_d3_p19_n360.csv	889b64815e4acbb8c0d095940969fe26fb5275103308f3c62c7c58ca837cf2b4
le	3	21	476	321	1.110e-16	8.933983e-05	yes	own	0	legendre_d3_p21_n476.csv	0165a14d78ad8187251ebc490ee4194079450877c7f11e1da3d813ae0fa89a74
le	3	23	612	406	2.220e-16	5.922559e-05	yes	own	0	legendre_d3_p23_n612.csv	08b8628793371a8028eefa6ed777208365db281ec34cdd8daf03cc0c28b52177
le	3	25	776	503	4.441e-16	2.542530e-05	yes	own	0	legendre_d3_p25_n776.csv	afc6f3627ecc41eab6f5a5d1cbb95eb4e5158e36b5ff3df3a4c75509184fa0f6
le	3	27	964	616	5.551e-17	3.171086e-05	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p27_n984 for the same cell	3	legendre_d3_p27_n964.csv	0cd22aa482cfdfbb0666a24d93aa3867d354b599711b94e281ecc002473a1ec5
le	3	29	1184	743	1.110e-16	1.128774e-05	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p29_n1258 for the same cell	3	legendre_d3_p29_n1184.csv	9fc0ddf720eddca7cdaecd3aaeddadecb9131b1e290c06978e541e7237857da9
le	3	31	1432	888	2.220e-16	1.334490e-05	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p31_n1478 for the same cell	3	legendre_d3_p31_n1432.csv	4221c7ca8715da286b970e17cc0a13742b00c8781db25a25b60bfe4fc8590949
le	3	33	1714	1049	2.220e-16	6.970576e-06	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p33_n1787 for the same cell	3	legendre_d3_p33_n1714.csv	4c9856a3fa6cd4e4a88332afeb2f3909a891d4e90cd331e0826181bdfa0230e0
le	3	35	2028	1230	6.106e-14	9.991170e-06	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p35_n2102 for the same cell	3	legendre_d3_p35_n2028.csv	3c4e01dbae76026d2d962b09e030c59a0cae8456c2c0a7db5bb17ea8517b39b5
le	3	37	2380	1429	6.717e-14	5.914547e-06	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p37_n2506 for the same cell	3	legendre_d3_p37_n2380.csv	0e2ace558f6fcce6eb27517e959b6cb454863837cfdaeaab367437f85d8928ad
le	3	39	2770	1650	3.302e-13	4.411826e-06	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p39_n2856 for the same cell	3	legendre_d3_p39_n2770.csv	af12cc900505cb638370b7598a05642825d158d27a9c9b096298c1a08a63aa0e
le	3	41	3200	1891	1.430e-13	3.560539e-06	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p41_n3338 for the same cell	3	legendre_d3_p41_n3200.csv	758fab5e18ffcf143148f76dc0468ae2f6ce8d5be7313eb2405fd5642dc4561b
le	3	43	3704	2156	1.665e-15	1.523870e-06	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p43_n3870 for the same cell	3	legendre_d3_p43_n3704.csv	1528af845875dd5309eab8cfd92c604450cd7f81fc2afcd8d0dad743e64bb3cd
le	3	45	4308	2443	9.992e-16	1.025680e-06	yes	derived: Diallo and Worku 2026, elimination started from their rule dw_d3_p45_n4414 for the same cell	3	legendre_d3_p45_n4308.csv	a45ed1ef47a0b12d444d7b9aaaa50af4c18b949f1342fc46f24f6a3e0d504c23
le	4	1	1	1	0.000e+00	1.000000e+00	yes	own	0	legendre_d4_p1_n1.csv	6103f3fa1023cc75a72604c629fab0e191e1374cc886d4b77ef51f4c0457c6e5
le	4	3	8	8	5.551e-17	1.151680e-01	yes	own	0	legendre_d4_p3_n8.csv	522f0205946add5dd99ffd8eceb1fe9c1a016368efd2c1eec33146765ccdd0cb
le	4	5	21	21	1.110e-16	3.613783e-02	yes	own	0	legendre_d4_p5_n21.csv	41486a2b237a43e207e7df7ed0ba03729ce9bb366513217f7e0cb93391633fa9
le	4	7	54	48	5.551e-17	3.141333e-03	yes	own	0	legendre_d4_p7_n54.csv	d8b50815159178968a231b6a844489ee6cb4b1907b85e31b7bd9415586275667
le	4	9	120	91	5.551e-17	1.202148e-03	yes	own	0	legendre_d4_p9_n120.csv	906c8370320c21c5a268d54a0fc729b4152b8d1ee69752e3ce2f8874bb186b63
le	4	11	234	160	4.441e-16	3.008778e-04	yes	own	0	legendre_d4_p11_n234.csv	d5c276c73e3d68ff7f2256d16460a2874888c1b766927b42e3044c779164c4ab
le	4	13	416	259	4.441e-16	2.113866e-04	yes	own	0	legendre_d4_p13_n416.csv	3dcbe5f181cfc56ae3b5c3f0ffce616c9682b4faeb066a883cbccb61e01b7c32
le	4	15	690	400	1.110e-16	9.599123e-05	yes	own	0	legendre_d4_p15_n690.csv	a1d55a9df06a2c90975fc26c86dd9874282ace9d44145c7c6c4020726c10e97f
le	4	17	1078	589	2.220e-16	3.643559e-05	yes	own	0	legendre_d4_p17_n1078.csv	36d568b973c52e36ce4cca5f27be468b0ef091e358f9e805e74fde38fb46167e
le	4	19	1612	840	3.331e-16	2.058213e-05	yes	own	0	legendre_d4_p19_n1612.csv	3205fc94a23989cdd309545f5ade61ae19bd30f8b84a23b4562607630fb1aac3
le	4	21	2322	1161	6.661e-16	1.039722e-05	yes	own	0	legendre_d4_p21_n2322.csv	3b8816f4bda5b2c55e474ba6a6a9c223c214c7d48625f460d245facf4a45b7c8
le	4	23	3244	1568	1.528e-13	3.935392e-06	yes	own	0	legendre_d4_p23_n3244.csv	0bd21c4a417a1999eb65099ba76ad0c0027f1eac2e0bb865487cea48b7cebacd
le	5	1	1	1	0.000e+00	1.000000e+00	yes	own	0	legendre_d5_p1_n1.csv	0c5a53d60fcf302f48ecdb8ee9adef8781db7777c27162ada6149c0201d47702
le	5	3	10	10	2.220e-16	8.502385e-02	yes	own	0	legendre_d5_p3_n10.csv	6b1197719e240f45e3c90a80424915810ddb96c606c4c8d22104b694f60f7ee5
le	5	5	32	31	5.551e-17	2.174715e-02	yes	own	0	legendre_d5_p5_n32.csv	3fa1338e51d89275c7ea951d02286fc29697f741083af5f5983d6272320ad041
le	5	7	100	80	2.220e-16	2.018937e-03	yes	own	0	legendre_d5_p7_n100.csv	006bdf5ff8e0ef9ba4fbaf6531dd8a0fd269707174718768802af21b9ad4ad9f
le	5	9	266	171	5.551e-17	5.733282e-04	yes	own	0	legendre_d5_p9_n266.csv	8b73e8c9fc88e864e873b9a4f01bd75f32be79b0f6bbc2b0ea04aee261ac4bed
le	5	11	602	332	5.551e-16	1.671805e-04	yes	own	0	legendre_d5_p11_n602.csv	53fc59703bb1fe662d22d0389389c8fe0772ffdfd3f8acc4979771ea8e2f2338
le	5	13	1212	591	2.220e-16	3.693651e-05	yes	own	0	legendre_d5_p13_n1212.csv	ff82733ec6842c53d14c6d901c06528e3c9c1a5e212e7bd5e2f15bb5fc077341
le	5	15	2506	992	3.331e-16	4.297903e-05	yes	own	0	legendre_d5_p15_n2506.csv	d4103e9a8fa4d731015e1821f2c6ef7cec12e448fe9097ce040f089ac86c4e25
le	5	17	3904	1581	2.220e-16	9.500800e-06	yes	own	0	legendre_d5_p17_n3904.csv	8a848deabc558326715aa6219d778398a58174ab616574db8f24ad17bfd6ee78
le	5	19	6826	2422	4.940e-14	5.855746e-06	yes	own	0	legendre_d5_p19_n6826.csv	451019df70aa60c9a29079fe90fb2b9c7a386713b7062b7ee3ee003bc29804f7
le	5	21	10984	3583	4.630e-13	2.233637e-06	yes	own	0	legendre_d5_p21_n10984.csv	99d5357928b2ed51bd3457ac44e675bf9d49e3dbd969254b6ea36302ba89d1c3
